"","nGene","nUMI","orig.ident","S.Score","G2M.Score","Phase","old.ident"
"F8_P4_M47",2020,13561.34,"F8",-0.127102517442659,-0.0521652340196898,"G1","F8"
"F9_P1_M47",2828,16647.23,"F9",-0.0810585425482239,-0.213418380369929,"G1","F9"
"F9_P2_M47",1832,12504.22,"F9",-0.0498615873131141,0.00262143434995712,"G2M","F9"
"G10_P1_M47",3131,19186.77,"G10",0.0642960119481105,-0.145186341848735,"S","G10"
"G10_P2_M47",2647,16422.18,"G10",-0.0483440752288992,-0.172095220250987,"G1","G10"
"G11_P1_M47",2439,15259.93,"G11",-0.0629812045482992,-0.19984819860433,"G1","G11"
"G11_P2_M47",2600,16126.76,"G11",-0.0855919311993032,-0.143959111168634,"G1","G11"
"G12_P1_M47",2444,15762.11,"G12",0.00513369370427924,-0.105522242201265,"S","G12"
"G12_P2_M47",2008,14115.11,"G12",0.00831032738767631,-0.116051377046621,"S","G12"
"G1_P1_M47",2141,13454.08,"G1",-0.043310881612231,-0.140931878380528,"G1","G1"
"G1_P2_M47",2113,13973.17,"G1",-0.119578293507706,-0.0879643337559598,"G1","G1"
"G2_P1_M47",2289,15265.42,"G2",0.0853981785658329,-0.0154339515041377,"S","G2"
"G2_P2_M47",2600,16642.01,"G2",-0.0727137108640157,0.0730809542505918,"G2M","G2"
"G3_P1_M47",2527,15914.28,"G3",0.00647178110777946,-0.119040312407,"S","G3"
"G3_P2_M47",2227,15059.21,"G3",-0.0415157231937041,-0.0699476566158938,"G1","G3"
"G4_P1_M47",2330,15318.46,"G4",-0.0935234380803203,-0.0600237702425801,"G1","G4"
"G4_P2_M47",1539,10428.05,"G4",-0.0233794057931443,-0.162374588660305,"G1","G4"
"G5_P1_M47",2293,15110.04,"G5",-0.14450085008111,-0.0262139369320956,"G1","G5"
"G5_P2_M47",2790,17862.85,"G5",-0.0764391972520183,-0.179347833343139,"G1","G5"
"G6_P1_M47",2368,14993.38,"G6",-0.0870849323168984,-0.0930414490429338,"G1","G6"
"G7_P1_M47",3253,19369.89,"G7",-0.110413639220673,-0.103553471770996,"G1","G7"
"G8_P1_M47",2882,17100.05,"G8",0.10114681134699,-0.0581300215463945,"S","G8"
"G8_P2_M47",2447,16005.72,"G8",0.0418965129637837,-0.0324131472781302,"S","G8"
"G9_P1_M47",2406,15035.24,"G9",-0.149148980753811,-0.0522964721577299,"G1","G9"
"G9_P2_M47",2044,13649.08,"G9",0.00806409939392849,-0.0419475150607442,"S","G9"
"G9_P3_M47",2318,14701.01,"G9",0.0625966039616443,-0.0686875216615563,"S","G9"
"H10_P1_M47",2333,14663.08,"H10",-0.0870326788453341,-0.0809256256774301,"G1","H10"
"H10_P2_M47",2772,17164.32,"H10",-0.089447620167415,-0.0249438048901258,"G1","H10"
"H10_P3_M47",2343,14919.99,"H10",0.0209970886659334,-0.174966140760223,"S","H10"
"H11_P1_M47",3057,18654.72,"H11",-0.0604967764295371,-0.100775488043351,"G1","H11"
"H11_P2_M47",2138,14486.45,"H11",-0.0118781682894497,-0.11869604634883,"G1","H11"
"H11_P3_M47",2602,16692.54,"H11",-0.0865040498843957,-0.0550243010360462,"G1","H11"
"H11_P4_M47",2441,15058.75,"H11",-0.060858208269011,-0.113157482322338,"G1","H11"
"H12_P1_M47",2267,14636.08,"H12",-0.11439545209273,-0.0365588586805097,"G1","H12"
"H12_P2_M47",2419,14673.42,"H12",-0.0680103046416291,-0.151688208544788,"G1","H12"
"H12_P3_M47",2530,16028.83,"H12",-0.0699189450232449,-0.0260036428849745,"G1","H12"
"H12_P4_M47",2473,15161.56,"H12",-0.0395903049476364,-0.132857344173722,"G1","H12"
"H1_P1_M47",2294,14640.05,"H1",-0.0957977027116417,-0.059339494647541,"G1","H1"
"H1_P2_M47",2199,14008.17,"H1",-0.107591179973898,-0.170970626512734,"G1","H1"
"H1_P3_M47",2497,15689.18,"H1",-0.0367153048018939,-0.0672091533482599,"G1","H1"
"H1_P4_M47",3113,18240.37,"H1",-0.0241534959597033,-0.0768243891588869,"G1","H1"
"H2_P1_M47",1909,13355.8,"H2",-0.0696556269707178,-0.0687369699307898,"G1","H2"
"H2_P2_M47",1999,14014.24,"H2",-0.0085115863392754,-0.0755276443277824,"G1","H2"
"H2_P3_M47",2462,16320.52,"H2",-0.00421891193941798,-0.077774907977569,"G1","H2"
"H2_P4_M47",2322,14495.54,"H2",-0.00671403289207961,-0.137911130020427,"G1","H2"
"H3_P1_M47",2310,14560.94,"H3",-0.0423227126920116,-0.13990313095578,"G1","H3"
"H3_P2_M47",2345,15184.57,"H3",-0.0336162837510037,0.165702227204236,"G2M","H3"
"H3_P3_M47",3144,19279.21,"H3",-0.123628724688999,-0.115009326901984,"G1","H3"
"H3_P4_M47",2160,13772.15,"H3",-0.0430776715664413,-0.160409276936003,"G1","H3"
"H4_P1_M47",1675,11342.95,"H4",-0.0228341694450283,-0.144087404882218,"G1","H4"
"H4_P2_M47",2366,15048.7,"H4",-0.0355574395598044,-0.108144172971559,"G1","H4"
"H4_P3_M47",4026,24404.14,"H4",0.677562585874593,0.536361795034781,"S","H4"
"H4_P4_M47",2896,17486.77,"H4",-0.113348564686462,-0.0954882254702322,"G1","H4"
"H5_P1_M47",4150,24681.78,"H5",-0.12800963513423,-0.132898698213713,"G1","H5"
"H5_P2_M47",2566,16709.12,"H5",-0.117403605656695,-0.0123978829684395,"G1","H5"
"H5_P3_M47",1411,8870.75,"H5",-0.109587771426612,0.0168532621720844,"G2M","H5"
"H6_P1_M47",2765,17384.13,"H6",-0.0125590956083639,-0.0818453656762674,"G1","H6"
"H6_P2_M47",2571,16245.13,"H6",-0.109396619693902,-0.18602573858378,"G1","H6"
"H6_P3_M47",2049,13789.99,"H6",-0.0750323599527548,0.0196110981934494,"G2M","H6"
"H6_P4_M47",3897,23036.55,"H6",-0.0597296040816278,-0.109153648854303,"G1","H6"
"H7_P1_M47",2285,14370.55,"H7",0.0155803372134277,-0.0799056901491787,"S","H7"
"H7_P2_M47",2122,14073.1,"H7",0.0535394733432403,-0.113911591174089,"S","H7"
"H7_P3_M47",2940,18481.16,"H7",-0.0725221807400033,-0.0886884416144483,"G1","H7"
"H8_P1_M47",2706,16684.71,"H8",0.0943685105729516,-0.154443687382081,"S","H8"
"H8_P2_M47",2448,15378.17,"H8",0.00467281303858766,-0.125042216464021,"S","H8"
"H8_P3_M47",2465,16076.13,"H8",-0.160579562561458,-0.0684086428207535,"G1","H8"
"H8_P4_M47",2279,14410.45,"H8",-0.0206324335344946,0.0211065997632398,"G2M","H8"
"H9_P1_M47",4160,23662.11,"H9",0.00290939727151851,0.193675899059799,"G2M","H9"
"H9_P2_M47",3403,20629.71,"H9",-0.176424867180932,-0.120886361876399,"G1","H9"
"H9_P3_M47",2101,13927.69,"H9",-0.107347684839602,-0.136405561055539,"G1","H9"
"H9_P4_M47",2320,14814.65,"H9",-0.0757880206669315,-0.128684480965842,"G1","H9"
"A10_P5_M47_L001",1375,9579.32,"A10",-0.0638905637056671,-0.106753242990795,"G1","A10"
"A11_P5_M47_L001",1584,10984.14,"A11",0.0297924421111049,-0.120400302643971,"S","A11"
"A12_P5_M47_L001",1994,9206.13,"A12",-0.132804573474301,-0.0641155635942286,"G1","A12"
"A4_P5_M47_L001",1550,10319.72,"A4",-0.0837698915626466,-0.165427764756539,"G1","A4"
"A5_P5_M47_L001",1563,10214.2,"A5",-0.077990771052502,-0.0333068135196555,"G1","A5"
"A6_P5_M47_L001",1413,9890.64,"A6",-0.0177989171914634,-0.0673030073698419,"G1","A6"
"A7_P5_M47_L001",1502,10405.43,"A7",-0.134029580306686,-0.157847200844575,"G1","A7"
"A8_P5_M47_L001",1659,11112.36,"A8",-0.000610220447949311,-0.168753487682531,"G1","A8"
"A9_P5_M47_L001",1702,11152.5,"A9",-0.05060040148402,-0.157647800132995,"G1","A9"
"B10_P5_M47_L001",1529,10322.82,"B10",-0.116115096204812,-0.153380343824862,"G1","B10"
"B11_P5_M47_L001",1431,9243.83,"B11",-0.0928201731536646,-0.109005580350607,"G1","B11"
"B12_P5_M47_L001",2066,13678.13,"B12",-0.00762972300617593,0.0818429357874075,"G2M","B12"
"B1_P5_M47_L001",1513,10442.91,"B1",0.0311516222760237,-0.100085631255259,"S","B1"
"B2_P5_M47_L001",2091,14471.28,"B2",0.085852478017654,-0.0621110104263582,"S","B2"
"B3_P5_M47_L001",1506,10353.73,"B3",-0.0149003579765739,-0.152335799369198,"G1","B3"
"B4_P5_M47_L001",1590,10635.83,"B4",-0.0939306884327258,-0.167941785429642,"G1","B4"
"B5_P5_M47_L001",1834,11647.66,"B5",-0.0359175410082483,-0.140982069976935,"G1","B5"
"B6_P5_M47_L001",1436,9967.43,"B6",-0.0357085456476043,-0.100121049023889,"G1","B6"
"B7_P5_M47_L001",1494,10304.73,"B7",0.0321341948796062,-0.105075749324169,"S","B7"
"B8_P5_M47_L001",1961,12401.22,"B8",-0.0983002282179064,-0.104540165759308,"G1","B8"
"B9_P5_M47_L001",1543,10928.56,"B9",-0.0839943809264971,0.00815618193834794,"G2M","B9"
"C10_P5_M47_L001",1912,12596.8,"C10",-0.060871120105645,-0.0841236003942708,"G1","C10"
"C11_P5_M47_L001",1989,12505.19,"C11",-0.0525912809899989,-0.126846496989274,"G1","C11"
"C1_P5_M47_L001",1642,11222.59,"C1",-0.112993511521201,-0.169746262413486,"G1","C1"
"C2_P5_M47_L001",1607,11549.23,"C2",0.0209016155232088,-0.143263444002942,"S","C2"
"C3_P5_M47_L001",1741,12150.05,"C3",-0.00873120926828588,0.1103044299424,"G2M","C3"
"C4_P5_M47_L001",1557,10754.71,"C4",-0.0384059276523899,-0.104173707258899,"G1","C4"
"C6_P5_M47_L001",1640,11017.01,"C6",0.0203119367130127,-0.127343066113024,"S","C6"
"C7_P5_M47_L001",1828,12072.76,"C7",0.0912727724789486,-0.131812262070149,"S","C7"
"C8_P5_M47_L001",1552,10615.5,"C8",-0.0586124035849637,-0.115105403695552,"G1","C8"
"C9_P5_M47_L001",1307,9270.03,"C9",-0.0308621336677168,-0.0105486666583106,"G1","C9"
"D10_P5_M47_L001",1934,12768.67,"D10",0.0197225767149747,0.0101255983999643,"S","D10"
"D11_P5_M47_L001",1847,11922.45,"D11",-0.0504712075035525,-0.0248141917136704,"G1","D11"
"D12_P5_M47_L001",1705,11872.81,"D12",0.123125910917837,-0.0534266459635725,"S","D12"
"D1_P5_M47_L001",1513,10806.15,"D1",0.0425139077927155,-0.0136794008480525,"S","D1"
"D2_P5_M47_L001",1326,10382.62,"D2",0.0937544708009239,-0.0437196889714155,"S","D2"
"D3_P5_M47_L001",1716,11466.11,"D3",-0.089042896629211,-0.034526122359419,"G1","D3"
"D4_P5_M47_L001",1570,10262.02,"D4",-0.0825610688586822,-0.0314172962630002,"G1","D4"
"D6_P5_M47_L001",1476,9940.91,"D6",-0.0791941297373269,-0.0384051361653431,"G1","D6"
"D8_P5_M47_L001",1552,10420.15,"D8",-0.0973592915197397,-0.0943068450728042,"G1","D8"
"D9_P5_M47_L001",2740,13749.91,"D9",0.00923211016029332,-0.0934127814043982,"S","D9"
"E10_P5_M47_L001",1898,12326.59,"E10",-0.0808433549745133,-0.151483455615052,"G1","E10"
"E11_P5_M47_L001",1948,12410.49,"E11",-0.0561377025061069,-0.0670473495300499,"G1","E11"
"E12_P5_M47_L001",1649,11345.79,"E12",0.111258001639573,-0.0948646866008732,"S","E12"
"E1_P5_M47_L001",1457,10863.31,"E1",-0.0542508857174857,0.00224573651471122,"G2M","E1"
"E3_P5_M47_L001",3332,20295.96,"E3",1.10394186927574,0.30218453648352,"S","E3"
"E4_P5_M47_L001",1723,11458.19,"E4",0.0267027996197265,-0.155701699949413,"S","E4"
"E5_P5_M47_L001",2163,14365.8,"E5",-0.147238494880771,-0.0683319453744376,"G1","E5"
"E6_P5_M47_L001",1610,11147.96,"E6",-0.0917732534783099,-0.00449313214571062,"G1","E6"
"E8_P5_M47_L001",1770,11920.4,"E8",-0.0994860878614543,-0.076032629528458,"G1","E8"
"F11_P5_M47_L001",1567,10315.34,"F11",-0.0284436809498375,-0.0806577001315404,"G1","F11"
"F12_P5_M47_L001",1569,10431.67,"F12",0.134919542787343,-0.103359646168341,"S","F12"
"F1_P5_M47_L001",1450,9661.98,"F1",0.0448787678153604,-0.0725938643037663,"S","F1"
"F3_P5_M47_L001",2143,14356.03,"F3",0.0913598231023885,0.00897419110743056,"S","F3"
"F4_P5_M47_L001",1652,11630.74,"F4",-0.12121434655297,-0.0520397176815329,"G1","F4"
"F5_P5_M47_L001",1603,11115.11,"F5",-0.102434033224518,-0.128228105094987,"G1","F5"
"F6_P5_M47_L001",1506,10608.58,"F6",-0.00565464288459784,-0.0547045776113113,"G1","F6"
"F8_P5_M47_L001",2072,13792.1,"F8",-0.0190148970513158,-0.129815102017996,"G1","F8"
"F9_P5_M47_L001",1687,10923.12,"F9",-0.0197652661045973,-0.177910777759478,"G1","F9"
"G11_P5_M47_L001",1274,8166.88,"G11",-0.0484950873543035,-0.104155731213593,"G1","G11"
"G12_P5_M47_L001",1719,11997.2,"G12",0.0841432980675673,-0.166454038638984,"S","G12"
"G2_P5_M47_L001",2012,13884.04,"G2",-0.0787071068565593,-0.0857550698099017,"G1","G2"
"G3_P5_M47_L001",1675,11273.2,"G3",0.0443445083188103,-0.0447455361344582,"S","G3"
"G4_P5_M47_L001",1768,11542.32,"G4",0.0260122033171016,-0.0154606772766494,"S","G4"
"G5_P5_M47_L001",1263,9877.46,"G5",-0.00249504233347679,-0.0636775115182884,"G1","G5"
"G7_P5_M47_L001",2085,13592.96,"G7",0.0299449256908427,-0.0218888139536917,"S","G7"
"H10_P5_M47_L001",1887,12205.58,"H10",-0.129636673470136,-0.0831546796470504,"G1","H10"
"H11_P5_M47_L001",2310,14672.76,"H11",-0.113343058711188,0.0384318415800305,"G2M","H11"
"H12_P5_M47_L001",2034,13183.18,"H12",-0.0587368340861543,-0.152107473915297,"G1","H12"
"H1_P5_M47_L001",1641,10754.01,"H1",-0.135893676909166,-0.0357898479770375,"G1","H1"
"H2_P5_M47_L001",1902,13134.09,"H2",-0.048398579379226,-0.196462031985147,"G1","H2"
"H3_P5_M47_L001",1855,12328.91,"H3",-0.0444602131933603,-0.0756090670325261,"G1","H3"
"H4_P5_M47_L001",1649,11089.31,"H4",-0.0717718003343579,-0.0190353856069926,"G1","H4"
"H5_P5_M47_L001",1535,10558.51,"H5",0.11266052891025,-0.0692087835215529,"S","H5"
"H7_P5_M47_L001",1631,10962,"H7",0.0212982722277999,0.0420378961074641,"G2M","H7"
"H8_P5_M47_L001",1781,11806.26,"H8",-0.0439620075585985,-0.1507061583059,"G1","H8"
"H9_P5_M47_L001",1932,12986.99,"H9",-0.0130805157004451,-0.0048288726691276,"G1","H9"
"A10_P1_MMD1-84A_L001",2594,16909.34,"A10",-0.0364868029964632,0.0560526750956921,"G2M","A10"
"A10_P3_MMD1-84A_L001",1360,10208.47,"A10",0.00963112238676367,-0.118622402787503,"S","A10"
"A11_P1_MMD1-84A_L001",4092,23680.06,"A11",-0.17638162422543,-0.126449508812943,"G1","A11"
"A11_P2_MMD1-84A_L001",1846,12935.11,"A11",-0.0461525241881454,0.0100376998519048,"G2M","A11"
"A11_P3_MMD1-84A_L001",1551,11022.7,"A11",-0.0164685706629561,-0.0616846382687979,"G1","A11"
"A12_P1_MMD1-84A_L001",3740,21834.7,"A12",-0.0387801627276387,-0.0730304854423698,"G1","A12"
"A12_P2_MMD1-84A_L001",3430,20988.1,"A12",-0.112290076352045,-0.135492080116941,"G1","A12"
"A12_P3_MMD1-84A_L001",2834,18178.13,"A12",-0.086667838882066,0.07964122915194,"G2M","A12"
"A12_P4_MMD1-84A_L001",1995,14613.21,"A12",-0.0510345611647869,-0.127127953861333,"G1","A12"
"A1_P2_MMD1-84A_L001",2939,17469.83,"A1",-0.130212409397498,-0.0929522600811602,"G1","A1"
"A1_P3_MMD1-84A_L001",3112,18641.47,"A1",-0.0913593975733771,0.0703636647175875,"G2M","A1"
"A1_P4_MMD1-84A_L001",2411,15317.59,"A1",-0.0779839418169681,-0.00557912146224415,"G1","A1"
"A2_P1_MMD1-84A_L001",3399,20828.96,"A2",0.0906653060899582,0.336921580941402,"G2M","A2"
"A2_P2_MMD1-84A_L001",1882,12651.77,"A2",-0.0947188280275486,0.00485583139637968,"G2M","A2"
"A2_P3_MMD1-84A_L001",1491,10417,"A2",0.00215039954298728,-0.0149569353416148,"S","A2"
"A2_P4_MMD1-84A_L001",1677,12311.46,"A2",0.00867498100212208,-0.0198288369743419,"S","A2"
"A3_P1_MMD1-84A_L001",1891,13085.11,"A3",0.00536224765420529,-0.00836962939634275,"S","A3"
"A3_P2_MMD1-84A_L001",2279,15140.49,"A3",-0.039571852613238,0.0593104467835885,"G2M","A3"
"A3_P3_MMD1-84A_L001",4381,26251.59,"A3",0.657670384329561,0.789138157438822,"G2M","A3"
"A3_P4_MMD1-84A_L001",1530,11783.98,"A3",-0.0418877720604514,-0.0371652355219963,"G1","A3"
"A4_P1_MMD1-84A_L001",1757,12408.86,"A4",0.086720013504317,-0.000294815383600017,"S","A4"
"A4_P2_MMD1-84A_L001",1986,13732.78,"A4",-0.0537623093783396,0.0758565549678353,"G2M","A4"
"A4_P3_MMD1-84A_L001",2171,15079.24,"A4",-0.0764962295624458,-0.145420138156676,"G1","A4"
"A4_P4_MMD1-84A_L001",1966,14549.12,"A4",0.0196302022563065,-0.093302119634155,"S","A4"
"A5_P1_MMD1-84A_L001",1930,13105.47,"A5",0.00899766345494291,-0.0130223392603162,"S","A5"
"A5_P2_MMD1-84A_L001",2074,13970.28,"A5",0.0413919939932131,0.0235934991378724,"S","A5"
"A5_P3_MMD1-84A_L001",1615,11460.63,"A5",-0.0728735383426163,0.00490981488039188,"G2M","A5"
"A6_P1_MMD1-84A_L001",3109,18491.97,"A6",-0.121395295548055,-0.111886740747064,"G1","A6"
"A6_P2_MMD1-84A_L001",1885,12421.65,"A6",-0.0280162914139406,-0.0494485753994898,"G1","A6"
"A6_P3_MMD1-84A_L001",2427,14901.71,"A6",-0.0127210123145904,-0.0812152623995597,"G1","A6"
"A6_P4_MMD1-84A_L001",3110,20721.38,"A6",0.572926167536635,0.220315804965459,"S","A6"
"A7_P2_MMD1-84A_L001",2620,16961.24,"A7",0.0134368201245479,-0.0269367901476679,"S","A7"
"A7_P4_MMD1-84A_L001",1483,11637.8,"A7",-0.0212973152759848,-0.12704183315162,"G1","A7"
"A8_P1_MMD1-84A_L001",1647,12079.84,"A8",-0.0406325641711833,0.128431769693401,"G2M","A8"
"A9_P1_MMD1-84A_L001",1748,11157.03,"A9",0.0936082530485804,-0.0321728066675613,"S","A9"
"A9_P2_MMD1-84A_L001",1913,13210.63,"A9",-0.131962753017714,0.0211894359726157,"G2M","A9"
"A9_P3_MMD1-84A_L001",1893,13418.84,"A9",0.0318254651621817,-0.0036815539428206,"S","A9"
"A9_P4_MMD1-84A_L001",3403,21690.09,"A9",0.277168730878737,0.82900188991121,"G2M","A9"
"B10_P1_MMD1-84A_L001",2026,13741.14,"B10",0.0508021820148331,0.0685791951422962,"G2M","B10"
"B10_P2_MMD1-84A_L001",2067,14001.67,"B10",0.0258900370516257,-0.0528708014496478,"S","B10"
"B10_P3_MMD1-84A_L001",1794,12666.68,"B10",-0.0657219527900366,-0.0432411950934816,"G1","B10"
"B10_P4_MMD1-84A_L001",1877,13987.97,"B10",-0.0710755994225873,-0.156885080431909,"G1","B10"
"B11_P1_MMD1-84A_L001",4538,25336.55,"B11",-0.133648567627536,-0.0440452264356724,"G1","B11"
"B11_P2_MMD1-84A_L001",2090,14376.57,"B11",-0.11250562428616,-0.0505668727924986,"G1","B11"
"B11_P3_MMD1-84A_L001",1893,13315.08,"B11",-0.0488779630147392,-0.0492499631545286,"G1","B11"
"B11_P4_MMD1-84A_L001",1774,12573.62,"B11",-0.00846085627634421,0.0739483571418442,"G2M","B11"
"B12_P1_MMD1-84A_L001",1703,11657.85,"B12",-0.0604315372807604,-0.0674593964718548,"G1","B12"
"B12_P4_MMD1-84A_L001",1243,10392.96,"B12",-0.0468578877116213,8.93747708275439e-05,"G2M","B12"
"B1_P2_MMD1-84A_L001",2285,14832.6,"B1",-0.124556076999597,-0.0410845330023822,"G1","B1"
"B2_P1_MMD1-84A_L001",1683,12399.55,"B2",0.0586352277097644,0.0284458889926275,"S","B2"
"B2_P2_MMD1-84A_L001",1769,13281.52,"B2",0.0214784629679392,0.00338085455784723,"S","B2"
"B2_P3_MMD1-84A_L001",1348,9409.51,"B2",0.0409184753155692,-0.0767283344177325,"S","B2"
"B2_P4_MMD1-84A_L001",1556,12010.45,"B2",0.0776606602340247,-0.0348359623523442,"S","B2"
"B3_P1_MMD1-84A_L001",2236,14805.54,"B3",0.0648375027265403,-0.100688232605736,"S","B3"
"B3_P2_MMD1-84A_L001",2011,13662.4,"B3",-0.0275176996311449,-0.0610072305433537,"G1","B3"
"B3_P4_MMD1-84A_L001",2775,19147.07,"B3",0.0952778547205193,-0.0382746481070281,"S","B3"
"B4_P1_MMD1-84A_L001",1787,12184.1,"B4",-0.0422034659341059,-0.0584633632154452,"G1","B4"
"B4_P2_MMD1-84A_L001",2452,16344.53,"B4",-0.0928833845551228,-0.115412761462693,"G1","B4"
"B4_P3_MMD1-84A_L001",2601,17316.77,"B4",0.00924598453947245,-0.0354872781650031,"S","B4"
"B5_P2_MMD1-84A_L001",2366,16186.01,"B5",-0.0768642194252834,0.0380996967463569,"G2M","B5"
"B5_P3_MMD1-84A_L001",1717,12261.73,"B5",0.0161081907222049,-0.0702272663614246,"S","B5"
"B5_P4_MMD1-84A_L001",2143,15937.84,"B5",0.00769211287353594,-0.00433932854826277,"S","B5"
"B6_P1_MMD1-84A_L001",2609,16290.66,"B6",-0.105378851448455,-0.0779517580353686,"G1","B6"
"B6_P3_MMD1-84A_L001",1857,13239.54,"B6",0.0295151166118963,0.136014863091295,"G2M","B6"
"B6_P4_MMD1-84A_L001",1739,12865.56,"B6",0.0296781409444741,-0.0439696691366198,"S","B6"
"B7_P1_MMD1-84A_L001",2942,17965.47,"B7",-0.0708893823829546,-0.0252791611606275,"G1","B7"
"B7_P2_MMD1-84A_L001",2450,16487.98,"B7",0.11418130771214,-0.0349253110295929,"S","B7"
"B7_P3_MMD1-84A_L001",2441,15889.51,"B7",-0.00565752033901518,-0.143640243908407,"G1","B7"
"B7_P4_MMD1-84A_L001",2556,17859.86,"B7",0.2970327843302,0.550675365537488,"G2M","B7"
"B8_P1_MMD1-84A_L001",4110,23614.67,"B8",-0.174525526054687,-0.131619117053865,"G1","B8"
"B8_P3_MMD1-84A_L001",1624,11405.58,"B8",-0.0596105297157057,-0.0339072390186004,"G1","B8"
"B8_P4_MMD1-84A_L001",1832,13670.83,"B8",0.000812372919677964,0.00157249811949148,"G2M","B8"
"B9_P4_MMD1-84A_L001",1611,12037.01,"B9",0.092495537735398,-0.0187090679708215,"S","B9"
"C10_P1_MMD1-84A_L001",1663,11302.04,"C10",-0.0683127879004004,0.0867456064091756,"G2M","C10"
"C10_P2_MMD1-84A_L001",2199,14918.41,"C10",-0.0673746715797161,0.0377127859758682,"G2M","C10"
"C10_P3_MMD1-84A_L001",2788,17220.67,"C10",-0.158097775544448,-0.0713985265066054,"G1","C10"
"C10_P4_MMD1-84A_L001",1573,12012.03,"C10",-0.032808415400889,0.0379811653972911,"G2M","C10"
"C11_P1_MMD1-84A_L001",1741,11211.09,"C11",0.0711326854634859,-0.0388393806250114,"S","C11"
"C11_P2_MMD1-84A_L001",3770,23108.11,"C11",0.627321731948068,0.494300150459695,"S","C11"
"C11_P3_MMD1-84A_L001",2249,15345.19,"C11",0.0251423360700528,0.0831014155440118,"G2M","C11"
"C11_P4_MMD1-84A_L001",1921,14140.68,"C11",-0.0778105778320311,-0.00299535215967794,"G1","C11"
"C12_P1_MMD1-84A_L001",3729,21948.82,"C12",-0.0418737852674661,-0.0743211697616217,"G1","C12"
"C12_P2_MMD1-84A_L001",2043,12832.49,"C12",-0.105744874174654,-0.107668139489383,"G1","C12"
"C12_P4_MMD1-84A_L001",1921,14558.59,"C12",0.00985732904362149,-0.0299944577858803,"S","C12"
"C1_P1_MMD1-84A_L001",1576,6450.24,"C1",-0.0490904709717183,0.0326751193682464,"G2M","C1"
"C1_P2_MMD1-84A_L001",2945,17536.85,"C1",-0.135024315708544,-0.0966769721544697,"G1","C1"
"C1_P3_MMD1-84A_L001",1911,12183.26,"C1",-0.0989076448838495,-0.0232770452027321,"G1","C1"
"C2_P1_MMD1-84A_L001",3449,20792.74,"C2",0.0645440744510683,0.332546472165733,"G2M","C2"
"C2_P2_MMD1-84A_L001",2958,19589.42,"C2",0.74433048454273,0.248498273017134,"S","C2"
"C2_P3_MMD1-84A_L001",2085,14462,"C2",-0.0471601769172592,-0.0304266859841322,"G1","C2"
"C2_P4_MMD1-84A_L001",1511,11703.28,"C2",0.0893710014158039,0.0651799404417585,"S","C2"
"C3_P1_MMD1-84A_L001",1936,12770.67,"C3",-0.121133796401451,0.0299947661352162,"G2M","C3"
"C3_P2_MMD1-84A_L001",2154,14350.46,"C3",-0.114790240269576,-0.161167906353458,"G1","C3"
"C3_P4_MMD1-84A_L001",1744,13236.39,"C3",-0.0960162524286967,0.0284922918234543,"G2M","C3"
"C4_P1_MMD1-84A_L001",2860,18061.91,"C4",-0.0689938385070164,0.735805950313354,"G2M","C4"
"C4_P3_MMD1-84A_L001",3320,21124.22,"C4",0.546539685598397,0.804314311975282,"G2M","C4"
"C5_P1_MMD1-84A_L001",1876,12635.13,"C5",-0.079461988559654,-0.142901948993961,"G1","C5"
"C5_P3_MMD1-84A_L001",1839,12539.51,"C5",-0.0848891830437897,0.023194735218874,"G2M","C5"
"C5_P4_MMD1-84A_L001",2051,15141,"C5",-0.0605854174544895,0.0403435788043573,"G2M","C5"
"C6_P2_MMD1-84A_L001",1851,12737.06,"C6",0.0651805190900345,-0.0343153790357244,"S","C6"
"C6_P4_MMD1-84A_L001",1432,11578.65,"C6",0.0410634282885456,0.121050358471969,"G2M","C6"
"C7_P1_MMD1-84A_L001",1463,10038.91,"C7",-0.102247561933682,-0.12382354192898,"G1","C7"
"C7_P3_MMD1-84A_L001",2318,15664.66,"C7",0.0106364818727883,-0.00868505198011768,"S","C7"
"C7_P4_MMD1-84A_L001",1164,9370.25,"C7",0.0197063759274143,-0.117731429912633,"S","C7"
"C8_P1_MMD1-84A_L001",2129,14242.79,"C8",0.00983805623104939,-0.0687036560319939,"S","C8"
"C8_P2_MMD1-84A_L001",1215,9434.1,"C8",5.98104022471319e-05,-0.0913570003270548,"S","C8"
"C8_P3_MMD1-84A_L001",1852,13058.81,"C8",-0.0865726934591343,-0.0408459379473971,"G1","C8"
"C9_P1_MMD1-84A_L001",3445,20296.54,"C9",-0.182080966531361,-0.0519842775800686,"G1","C9"
