"","nGene","nUMI","orig.ident","S.Score","G2M.Score","Phase","old.ident"
"H5_P1_M42",2632,16470.68,"H5",-0.0589750575101144,-0.121426071175832,"G1","H5"
"H5_P2_M42",1735,11743.98,"H5",-0.0592503292629726,-0.11091049286638,"G1","H5"
"H5_P3_M42",4108,24336.49,"H5",0.712317456264208,0.0220706600359651,"S","H5"
"H6_P2_M42",3877,23065.54,"H6",-0.0331296118496288,-0.121818899670831,"G1","H6"
"H6_P3_M42",2441,16553.83,"H6",-0.0800930612346538,0.0118761064892468,"G2M","H6"
"H7_P1_M42",3345,19971.03,"H7",0.246101036297412,0.0372977047839468,"S","H7"
"H7_P2_M42",2570,16849.54,"H7",-0.0199843749488707,-0.138203859404204,"G1","H7"
"H7_P3_M42",2535,16731.07,"H7",-0.0716323646615176,0.0610149898171869,"G2M","H7"
"H7_P4_M42",3739,22140.77,"H7",-0.14603676989307,-0.154364199542816,"G1","H7"
"H8_P2_M42",2522,15462.26,"H8",-0.107632465179961,-0.108557671989857,"G1","H8"
"H8_P3_M42",2102,13265.24,"H8",-0.118769328059863,-0.153066549589965,"G1","H8"
"H8_P4_M42",1677,11451.21,"H8",-0.136963993363523,-0.105825489299427,"G1","H8"
"H9_P2_M42",3273,19232.21,"H9",-0.0722831821309571,-0.208169449634745,"G1","H9"
"H9_P4_M42",1777,12537.51,"H9",-0.0746672349667317,-0.0109231486038881,"G1","H9"
"A10_P1_M47",3071,18230.04,"A10",-0.134133850276846,-0.0115729486399745,"G1","A10"
"A10_P2_M47",2681,16961.01,"A10",-0.106707431036298,-0.0154832140594728,"G1","A10"
"A10_P3_M47",2632,16837.33,"A10",-0.0844881699358737,-0.11532020716193,"G1","A10"
"A10_P4_M47",2157,14716.49,"A10",0.0564269958276342,-0.043120965405391,"S","A10"
"A11_P2_M47",2048,14113.71,"A11",0.0252488103373411,-0.117341773359054,"S","A11"
"A11_P3_M47",1824,12608.34,"A11",0.111075844536747,-0.152212196508491,"S","A11"
"A11_P4_M47",4956,26785.3,"A11",-0.0523903052593608,-0.0720302110464166,"G1","A11"
"A12_P1_M47",2488,14941.76,"A12",-0.116927193851074,-0.0730629312944646,"G1","A12"
"A12_P2_M47",3217,15650.66,"A12",-0.13569632251928,-0.0254936513863052,"G1","A12"
"A12_P3_M47",2378,15107.75,"A12",-0.0468825522342675,-0.1463097367015,"G1","A12"
"A2_P1_M47",2297,14975.87,"A2",-0.0197585570595242,0.0225992151667475,"G2M","A2"
"A2_P2_M47",1925,13355.21,"A2",0.0234546640785249,-0.0724134778204098,"S","A2"
"A2_P3_M47",2117,13989.95,"A2",-0.0804328684775252,-0.114191564094194,"G1","A2"
"A2_P4_M47",2651,16385.32,"A2",-0.0519749899922094,-0.158835981932399,"G1","A2"
"A3_P1_M47",2097,13432.46,"A3",-0.0734121384936877,0.024757581740807,"G2M","A3"
"A3_P2_M47",2622,16430.47,"A3",-0.133048611956834,-0.0932262951773296,"G1","A3"
"A3_P3_M47",2004,13273.34,"A3",-0.0821230513254854,-0.12796106304292,"G1","A3"
"A3_P4_M47",1531,10685.86,"A3",0.00427294571819734,-0.100496308567288,"S","A3"
"A4_P1_M47",2653,16410.14,"A4",-0.0899669851532295,-0.0781652638678035,"G1","A4"
"A4_P2_M47",2540,16219.13,"A4",-0.0667122576495238,-0.124195139540085,"G1","A4"
"A4_P3_M47",2132,14160.95,"A4",-0.0292886324082779,-0.0938257445949467,"G1","A4"
"A4_P4_M47",2989,19305.95,"A4",-0.0229782967079414,-0.062428642152113,"G1","A4"
"A5_P1_M47",2870,17139.05,"A5",-0.0597799691534989,-0.069291160354393,"G1","A5"
"A5_P2_M47",1994,13418.74,"A5",-0.148337335425573,-0.080739864169987,"G1","A5"
"A5_P3_M47",2782,17845.62,"A5",-0.0586309106461828,-0.0760276421792286,"G1","A5"
"A5_P4_M47",2184,13365.5,"A5",-0.105972859393765,-0.0788564698869408,"G1","A5"
"A6_P1_M47",2663,16129.15,"A6",0.0212168072141553,-0.133670520636817,"S","A6"
"A6_P2_M47",2164,14522.6,"A6",-0.0761207436093605,-0.0850123231679437,"G1","A6"
"A6_P3_M47",3549,21786.06,"A6",0.015952656025588,-0.13630818644923,"S","A6"
"A6_P4_M47",2379,14903.36,"A6",-0.129640865188953,-0.0617963687952551,"G1","A6"
"A7_P1_M47",2555,15684.91,"A7",-0.0333370985840752,-0.103499364091183,"G1","A7"
"A7_P2_M47",2037,13482.76,"A7",-0.0490583179910915,-0.0627044041569082,"G1","A7"
"A7_P3_M47",1727,11708.25,"A7",0.0193484016970559,-0.0875554027059781,"S","A7"
"A7_P4_M47",2248,14029.21,"A7",-0.0964008537499629,-0.123679714588086,"G1","A7"
"A8_P1_M47",3332,20356.89,"A8",-0.010673880176041,-0.102875284148385,"G1","A8"
"A8_P2_M47",2399,15320.73,"A8",-0.0033867207403675,-0.0566602788535823,"G1","A8"
"A8_P3_M47",2569,16737.73,"A8",-0.0814843647070196,-0.212403047736125,"G1","A8"
"A8_P4_M47",2780,17206.22,"A8",-0.0599588555122784,-0.0822600701483341,"G1","A8"
"A9_P1_M47",4307,23737.53,"A9",-0.201545552251209,-0.0341760759161743,"G1","A9"
"A9_P2_M47",2069,13343.41,"A9",0.0343962067283885,-0.163683751779426,"S","A9"
"A9_P3_M47",2324,14722.21,"A9",-0.126405891609974,-0.0929905602690698,"G1","A9"
"A9_P4_M47",2476,15126.49,"A9",-0.00592076320287929,-0.0912706048584486,"G1","A9"
"B10_P1_M47",4525,26233.59,"B10",0.888159086400214,0.553461114303529,"S","B10"
"B10_P2_M47",2282,14900.24,"B10",0.070412845792947,-0.191280232616946,"S","B10"
"B10_P3_M47",4350,24702.78,"B10",-0.119906568112789,-0.0739441098516618,"G1","B10"
"B10_P4_M47",3066,18554.51,"B10",-0.0799127150777539,-0.0973672905728808,"G1","B10"
"B11_P1_M47",2920,18062.48,"B11",-0.0662327721042084,-0.01126637857593,"G1","B11"
"B11_P3_M47",3249,20432.38,"B11",0.0637679774135144,-0.0440923650232191,"S","B11"
"B11_P4_M47",4944,26622.55,"B11",-0.038277679457875,-0.0820578508907969,"G1","B11"
"B12_P1_M47",2339,14818.34,"B12",-0.0746614115953904,-0.172629936754842,"G1","B12"
"B12_P2_M47",3302,15737.63,"B12",-0.139184703901305,-0.0258440458350139,"G1","B12"
"B12_P4_M47",2471,15438,"B12",-0.0570240638121199,-0.0770182033514079,"G1","B12"
"B1_P1_M47",2797,17880.41,"B1",-0.0618885774071229,-0.0322047736403235,"G1","B1"
"B1_P2_M47",2244,14144.98,"B1",-0.0822526618168539,-0.126303905983891,"G1","B1"
"B1_P4_M47",4693,26137.28,"B1",0.70215830605216,0.144285372057437,"S","B1"
"B2_P1_M47",2670,16815.58,"B2",-0.0777825238379388,-0.137569490055659,"G1","B2"
"B2_P2_M47",1719,12076.4,"B2",-0.155937870750528,-0.114435129654143,"G1","B2"
"B2_P3_M47",2022,13412.88,"B2",-0.024264635861095,-0.0325540246088426,"G1","B2"
"B2_P4_M47",2510,15765.25,"B2",0.0283315552135918,-0.106087140428079,"S","B2"
"B3_P1_M47",2974,17342.06,"B3",-0.153805650099444,-0.178892085952513,"G1","B3"
"B3_P2_M47",2107,14106.77,"B3",-0.0187934259722427,-0.0113174267748308,"G1","B3"
"B3_P3_M47",3446,20679.8,"B3",-0.0807435114808987,-0.0524295210490232,"G1","B3"
"B3_P4_M47",2493,15495.86,"B3",-0.031749018530796,-0.184991615912155,"G1","B3"
"B4_P1_M47",2642,15693.95,"B4",0.0283872540316336,-0.148881953545376,"S","B4"
"B4_P2_M47",2292,15049.72,"B4",0.125361084044181,-0.171660233690389,"S","B4"
"B4_P3_M47",3785,22182.6,"B4",-0.141343028872792,-0.162917594476614,"G1","B4"
"B4_P4_M47",1922,12680.77,"B4",-0.00430482238367294,-0.0975431032562079,"G1","B4"
"B5_P1_M47",2237,14537.21,"B5",-0.0610610286397335,-0.107896673294802,"G1","B5"
"B5_P2_M47",2233,15044.74,"B5",-0.121106882117614,-0.111569847932373,"G1","B5"
"B5_P3_M47",2499,15940.26,"B5",-0.0721918752514641,-0.0870310438080083,"G1","B5"
"B5_P4_M47",2142,13478.29,"B5",-0.0910318682083582,-0.0926774344000681,"G1","B5"
"B6_P1_M47",2041,13866.37,"B6",-0.0914102489680558,-0.0638078466641524,"G1","B6"
"B6_P2_M47",2932,18548.36,"B6",0.0167837249695269,-0.116522555704651,"S","B6"
"B6_P3_M47",2252,14366.16,"B6",-0.0572717332234398,-0.11974756392241,"G1","B6"
"B6_P4_M47",1856,12565.15,"B6",-0.0583325568960465,-0.0926722637331131,"G1","B6"
"B7_P1_M47",3018,18231.59,"B7",-0.118217964317882,-0.110423595699384,"G1","B7"
"B7_P2_M47",2480,16129.41,"B7",-0.0173519283391645,0.00567861737493097,"G2M","B7"
"B7_P3_M47",2352,15468.95,"B7",-0.0755066585240188,-0.0327473244739393,"G1","B7"
"B7_P4_M47",4698,25387.08,"B7",-0.188607550281557,-0.120567357111352,"G1","B7"
"B8_P1_M47",3879,22970.92,"B8",-0.0413850412910134,-0.104325481796144,"G1","B8"
"B8_P2_M47",4159,24334.47,"B8",-0.0979597328019782,-0.155649156932907,"G1","B8"
"B8_P3_M47",2557,16799.82,"B8",-0.0222217828953805,-0.156033702254041,"G1","B8"
"B8_P4_M47",2009,13128.34,"B8",-0.131570639586413,-0.11300866734275,"G1","B8"
"B9_P1_M47",2594,15758.2,"B9",-0.0440910704042962,-0.0571081506075091,"G1","B9"
"B9_P2_M47",2599,16088.18,"B9",-0.132351772887251,-0.133086256307905,"G1","B9"
"B9_P3_M47",5213,28711.63,"B9",0.726998606602879,0.144351023667469,"S","B9"
"B9_P4_M47",2532,15747.36,"B9",-0.0266407279558182,-0.0694565368306535,"G1","B9"
"C10_P1_M47",3378,20073.3,"C10",-0.0846377494207014,-0.115183579296425,"G1","C10"
"C10_P2_M47",2290,15013.04,"C10",0.0183729075740254,-0.00523828690506267,"S","C10"
"C10_P3_M47",2545,16666.18,"C10",-0.077465824595221,-0.0872557820589012,"G1","C10"
"C10_P4_M47",2432,14913.03,"C10",-0.056438275359838,-0.0331412246836604,"G1","C10"
"C11_P1_M47",3206,19230.12,"C11",-0.133912725388029,-0.0509893012075745,"G1","C11"
"C11_P2_M47",2716,17098.53,"C11",-0.18047279783434,-0.0616364730561051,"G1","C11"
"C11_P3_M47",1834,12517.66,"C11",-0.0633273475347898,-0.0795429888028138,"G1","C11"
"C11_P4_M47",2826,17018.01,"C11",-0.0901172489735637,-0.0819703618998511,"G1","C11"
"C12_P1_M47",1963,12407.8,"C12",-0.0452632007521094,-0.163008337758373,"G1","C12"
"C12_P2_M47",2509,16050.8,"C12",-0.00828886344369673,-0.0942018312315857,"G1","C12"
"C12_P3_M47",2696,17192,"C12",0.0865015210124509,-0.104518420413603,"S","C12"
"C12_P4_M47",2528,15746.51,"C12",-0.0554064339082276,-0.128606257716614,"G1","C12"
"C1_P1_M47",1393,8833.47,"C1",0.0688668336202772,-0.139192062561505,"S","C1"
"C1_P2_M47",2135,13994.98,"C1",-0.0778289872904577,-0.0935076773858468,"G1","C1"
"C1_P3_M47",1378,10575.83,"C1",-0.08307477428463,-0.126032691499168,"G1","C1"
"C1_P4_M47",2209,13314.6,"C1",-0.0941466187327095,-0.0794356770066255,"G1","C1"
"C2_P1_M47",2107,12955.91,"C2",-0.109035033076308,-0.112466508763438,"G1","C2"
"C2_P2_M47",4836,28799.95,"C2",0.698504658897041,0.245718757185021,"S","C2"
"C2_P3_M47",2417,15435.85,"C2",0.0275111726534829,-0.1551626229806,"S","C2"
"C2_P4_M47",2629,16253.3,"C2",-0.0652824750120313,-0.169379674532457,"G1","C2"
"C3_P1_M47",1994,13180.67,"C3",-0.0717523054392454,-0.0890819398843522,"G1","C3"
"C3_P2_M47",5186,28313.37,"C3",0.494913895362387,0.762128499366351,"G2M","C3"
"C3_P3_M47",3308,13061.97,"C3",-0.1335775579887,-0.0935383951716001,"G1","C3"
"C3_P4_M47",2665,16399.68,"C3",0.0241866314934395,-0.12163627501404,"S","C3"
"C4_P1_M47",2099,14083.34,"C4",-0.0391766719009353,-0.215988215641425,"G1","C4"
"C4_P2_M47",2531,16234.92,"C4",-0.0663560561907351,-0.118097631086135,"G1","C4"
"C4_P4_M47",1967,13248.55,"C4",-0.0669380689475555,0.104039893881072,"G2M","C4"
"C5_P1_M47",2214,14377.06,"C5",-0.0154751371017598,-0.168985024844455,"G1","C5"
"C5_P2_M47",2883,17695.26,"C5",-0.0194396555531495,-0.149135863985187,"G1","C5"
"C5_P3_M47",2275,14413.79,"C5",0.0271272885443523,-0.144063924023908,"S","C5"
"C5_P4_M47",2155,13375.17,"C5",0.142562048768469,-0.163203750644925,"S","C5"
"C6_P1_M47",2547,16066.48,"C6",-0.0744403076080122,-0.0504572680936376,"G1","C6"
"C6_P2_M47",3165,19556.09,"C6",0.0775774321507058,-0.0304882523168433,"S","C6"
"C6_P3_M47",2241,14686.32,"C6",-0.15793766285579,-0.00878075562108888,"G1","C6"
"C6_P4_M47",2213,14182.26,"C6",-0.0902816117890276,-0.0700449312002859,"G1","C6"
"C7_P1_M47",2441,15058.55,"C7",-0.122459980777941,0.0188556286883919,"G2M","C7"
"C7_P2_M47",2393,15496.61,"C7",-0.106307267919772,-0.198270760520998,"G1","C7"
"C7_P3_M47",2040,13529.14,"C7",-0.149556752895516,-0.159832724432521,"G1","C7"
"C7_P4_M47",3728,22493.12,"C7",0.818122447102718,0.558978892749555,"S","C7"
"C8_P1_M47",2680,17050.47,"C8",-0.0403449175867926,-0.184841058436207,"G1","C8"
"C8_P2_M47",2847,17202.53,"C8",0.00530138460352922,-0.108865708093722,"S","C8"
"C8_P3_M47",1997,13480.58,"C8",-0.115734798543848,-0.119206913248717,"G1","C8"
"C8_P4_M47",2742,17433.89,"C8",-0.102294931932044,-0.0494972779018243,"G1","C8"
"C9_P1_M47",4423,24446.94,"C9",0.0232802857417607,-0.0828180560797186,"S","C9"
"C9_P2_M47",2534,16008.57,"C9",-0.0108709259713757,-0.0122528153110939,"G1","C9"
"C9_P3_M47",2294,14600.07,"C9",-0.0536345820022017,-0.0299842948649605,"G1","C9"
"C9_P4_M47",2182,14096.05,"C9",-0.13502811699391,-0.128862752641333,"G1","C9"
"D10_P1_M47",2062,13520.62,"D10",-0.0774379748850452,-0.172286447158617,"G1","D10"
"D10_P2_M47",2464,14373.1,"D10",-0.0958014927661894,-0.041845298819763,"G1","D10"
"D10_P3_M47",2616,17016.05,"D10",-0.0746138401970763,-0.175160545370695,"G1","D10"
"D10_P4_M47",3506,17420.28,"D10",-0.03226394849907,-0.11496799544888,"G1","D10"
"D11_P1_M47",2102,13482.18,"D11",-0.14737998350564,-0.0799624998553786,"G1","D11"
"D11_P2_M47",2531,15948.74,"D11",0.111175438766826,-0.151321900552488,"S","D11"
"D11_P3_M47",2010,13543.27,"D11",-0.0570888864855767,-0.119249476944461,"G1","D11"
"D11_P4_M47",2984,16523.77,"D11",-0.0701413096549893,-0.0508408976180992,"G1","D11"
"D12_P1_M47",2329,14987.64,"D12",-0.0570802072502868,-0.109774066741436,"G1","D12"
"D12_P2_M47",2772,16674.24,"D12",-0.0235684376865256,-0.0834842362205531,"G1","D12"
"D12_P3_M47",2509,16010.85,"D12",0.0132369683158499,-0.0937420790845973,"S","D12"
"D12_P4_M47",2940,14679.27,"D12",-0.10589829940688,-0.0829944032937321,"G1","D12"
"D1_P1_M47",2488,15430.39,"D1",-0.102054818473239,-0.116156672316904,"G1","D1"
"D1_P2_M47",2350,14748.03,"D1",-0.00184457445652925,-0.0394644664675818,"G1","D1"
"D1_P3_M47",2160,14115.72,"D1",-0.0337728993393856,-0.0994566676845806,"G1","D1"
"D1_P4_M47",3343,17567.78,"D1",-0.0891491889762802,-0.0932560788374854,"G1","D1"
"D2_P1_M47",2634,17969.59,"D2",0.0384870492809264,-0.112247472256835,"S","D2"
"D2_P2_M47",2160,14110.08,"D2",-0.0845462335094512,-0.136105567863841,"G1","D2"
"D2_P3_M47",2257,15094.09,"D2",-0.0791542937035244,-0.0963797157970227,"G1","D2"
"D2_P4_M47",2665,14884.7,"D2",-0.0510865420034434,-0.145269243920171,"G1","D2"
"D3_P1_M47",2294,15115.48,"D3",-0.00472176346641143,-0.120494875077631,"G1","D3"
"D3_P2_M47",2259,14825.12,"D3",-0.115890704764245,-0.191359864386471,"G1","D3"
"D3_P3_M47",2809,18026.84,"D3",0.0649710216150451,-0.0631207599133989,"S","D3"
"D3_P4_M47",2915,15617.62,"D3",-0.101184293022976,-0.0211353187756491,"G1","D3"
"D4_P1_M47",3310,20861.03,"D4",-0.0847519407696929,0.10767262863275,"G2M","D4"
"D4_P2_M47",2485,15952.55,"D4",-0.0235987282369666,-0.0326750272216117,"G1","D4"
"D4_P3_M47",2512,16214.82,"D4",-0.0947311207596149,-0.0470226278195674,"G1","D4"
"D4_P4_M47",3298,17201.28,"D4",-0.0967509640875013,-0.0892545241066755,"G1","D4"
"D5_P1_M47",2202,14508.48,"D5",-0.0649303230353819,-0.101219979746207,"G1","D5"
"D5_P2_M47",2354,14864.3,"D5",0.0572772323200037,-0.0974222525908644,"S","D5"
"D5_P3_M47",2677,17294.49,"D5",0.00319302851748571,-0.0380688788130804,"S","D5"
"D5_P4_M47",3647,17259.36,"D5",-0.114551588806956,0.0145816413585135,"G2M","D5"
"D6_P1_M47",1850,14011.8,"D6",-0.0946819230475072,-0.049916033809889,"G1","D6"
"D6_P2_M47",2699,16351.11,"D6",-0.133872673960741,0.0371823985417812,"G2M","D6"
"D6_P3_M47",3989,22973.77,"D6",-0.144719483950088,-0.102579923607895,"G1","D6"
"D6_P4_M47",2796,15547.58,"D6",-0.127019433192363,-0.0965610769077107,"G1","D6"
"D7_P1_M47",4047,24279.07,"D7",0.465381239686191,0.701613800750953,"G2M","D7"
"D7_P2_M47",2502,15993.12,"D7",-0.0146651536033648,-0.0736747378529709,"G1","D7"
"D7_P3_M47",4846,26331.82,"D7",-0.043359378089167,-0.146010356171303,"G1","D7"
"D7_P4_M47",3206,16954.12,"D7",-0.141988234634761,-0.0649568108492713,"G1","D7"
"D8_P1_M47",2112,13929.71,"D8",-0.0599731213810702,-0.142875632409978,"G1","D8"
"D8_P2_M47",1901,12311.27,"D8",-0.0993787211224373,-0.13882325252819,"G1","D8"
"D8_P3_M47",2495,16586.19,"D8",-0.0363826241616939,0.0756375927201039,"G2M","D8"
"D8_P4_M47",3457,19280.29,"D8",-0.0939841468215327,-0.0209616063951612,"G1","D8"
"D9_P1_M47",2084,14143.05,"D9",-0.108444231372698,-0.0829157320115158,"G1","D9"
"D9_P2_M47",2478,15266.12,"D9",-0.0529456433127559,-0.128844099560299,"G1","D9"
"D9_P3_M47",2763,17131.96,"D9",-0.0701643944070441,-0.048307350278946,"G1","D9"
"D9_P4_M47",4543,24345.36,"D9",-0.0472242572348713,-0.0805025207482927,"G1","D9"
"E10_P1_M47",2523,15643.52,"E10",-0.0855829662251728,-0.14473903139176,"G1","E10"
"E10_P2_M47",2583,16543.38,"E10",0.0578435421940167,-0.106877562867608,"S","E10"
"E10_P3_M47",2291,14977.77,"E10",-0.151418986402461,-0.0949224936633976,"G1","E10"
"E10_P4_M47",3752,23055.02,"E10",-0.0811142219551824,-0.0636511610392764,"G1","E10"
"E11_P1_M47",2243,15483.22,"E11",-0.13484972537004,0.0283796764766499,"G2M","E11"
"E11_P2_M47",2397,14596.75,"E11",-0.0198403037889713,0.00845336793487728,"G2M","E11"
"E11_P3_M47",2236,14874.57,"E11",0.0526515793572038,-0.164965411479047,"S","E11"
"E11_P4_M47",3366,19884.93,"E11",-0.0797352401060013,-0.10895266456053,"G1","E11"
"E12_P1_M47",2226,14067.06,"E12",-0.158107127835538,-0.146675739133319,"G1","E12"
"E12_P2_M47",2558,16026.1,"E12",0.0248979911658136,0.0338208525162643,"G2M","E12"
"E12_P3_M47",4456,25834.45,"E12",0.429759959127184,0.810641262804184,"G2M","E12"
"E12_P4_M47",4027,24057.33,"E12",-0.0703951856036127,-0.0499435223467044,"G1","E12"
"E1_P1_M47",2207,14352.41,"E1",-0.0861391308616195,-0.0958078011448783,"G1","E1"
"E1_P2_M47",2618,16209.87,"E1",-0.0869747589887359,-0.164504972207749,"G1","E1"
"E1_P3_M47",2763,16657.57,"E1",-0.0696398080275848,-0.118321738892125,"G1","E1"
"E1_P4_M47",3503,20428.19,"E1",-0.115224021887478,-0.143175072474567,"G1","E1"
"E2_P1_M47",2178,14521.67,"E2",-0.0527386890013654,-0.15461731556902,"G1","E2"
"E2_P2_M47",2824,17231.75,"E2",-0.0296332998422366,-0.0990908264782429,"G1","E2"
"E2_P3_M47",2441,15680.82,"E2",-0.0295668098045678,-0.0891039847572402,"G1","E2"
"E2_P4_M47",3812,22845.62,"E2",-0.0366810221972086,-0.0458192049588398,"G1","E2"
"E3_P1_M47",2719,17183.59,"E3",-0.0101933842353155,-0.0776754414487315,"G1","E3"
"E3_P2_M47",3511,21546.43,"E3",0.0196222631323967,-0.0489536553472222,"S","E3"
"E3_P3_M47",2190,14459.97,"E3",-0.0621651469256926,-0.0105505346062203,"G1","E3"
"E3_P4_M47",4570,21074.69,"E3",-0.117024622803642,-0.072196358500304,"G1","E3"
"E4_P1_M47",2768,17290.11,"E4",0.0206906632960079,-0.112829904648187,"S","E4"
"E4_P2_M47",3081,19546.12,"E4",-0.0105108812523462,-0.167746280638418,"G1","E4"
"E4_P3_M47",2568,16417.2,"E4",-0.0374906859267755,-0.0353466082377524,"G1","E4"
"E4_P4_M47",4752,27409.41,"E4",-0.00269678123354039,0.0125752732638404,"G2M","E4"
"E5_P1_M47",1950,12676.64,"E5",-0.0888005834152382,-0.164927315821717,"G1","E5"
"E5_P2_M47",2402,15803.06,"E5",-0.0867196651088743,-0.0963542030737879,"G1","E5"
"E5_P3_M47",2744,16686.46,"E5",0.0397489695463447,-0.121285474669934,"S","E5"
"E5_P4_M47",4478,25926.47,"E5",-0.0432999765367063,0.050679724443514,"G2M","E5"
"E6_P1_M47",3524,21540.56,"E6",-0.0682713056762959,-0.168463782717086,"G1","E6"
"E6_P2_M47",3525,21173.85,"E6",-0.0675166894072877,-0.0196261966725527,"G1","E6"
"E6_P3_M47",2183,14761.8,"E6",-0.0368981467769358,-0.0943269244550045,"G1","E6"
"E6_P4_M47",3307,19919.76,"E6",-0.121848291927866,-0.122027237248917,"G1","E6"
"E7_P1_M47",2945,17566.8,"E7",-0.0977592982117044,-0.130372734505288,"G1","E7"
"E7_P2_M47",2003,13361.63,"E7",-0.0381558103848016,-0.117630258068308,"G1","E7"
"E7_P3_M47",2388,15552.42,"E7",-0.0298660703210813,-0.0969649048914688,"G1","E7"
"E7_P4_M47",3638,21845.64,"E7",0.0178902579950275,-0.0840065779358372,"S","E7"
"E8_P1_M47",3326,20017.45,"E8",-0.000754725012435675,-0.0934349672934074,"G1","E8"
"E8_P2_M47",2431,15497.36,"E8",0.0891950190628844,-0.154247321665369,"S","E8"
"E8_P3_M47",1952,13623.17,"E8",-0.127106844089541,-0.10503565334338,"G1","E8"
"E8_P4_M47",3742,22187.69,"E8",-0.113164157236125,-0.0828988325798228,"G1","E8"
"E9_P1_M47",1999,12779.8,"E9",0.00692661926283863,-0.0483922715081832,"S","E9"
"E9_P2_M47",2584,16592.81,"E9",-0.117100218966712,-0.120018988400806,"G1","E9"
"E9_P3_M47",1882,12880.21,"E9",0.0230488768622625,-0.0679954417806956,"S","E9"
"E9_P4_M47",4558,26237.65,"E9",-0.0231917734602803,-0.0502389938851999,"G1","E9"
"F10_P1_M47",2862,17635.65,"F10",-0.109569309696807,-0.160127586759629,"G1","F10"
"F10_P2_M47",2486,15888.54,"F10",-0.120352690512766,-0.115133889906285,"G1","F10"
"F10_P3_M47",2336,15156.17,"F10",-0.0286938242670661,-0.105986299660508,"G1","F10"
"F10_P4_M47",4515,25949.4,"F10",0.716690054364238,0.146021014095849,"S","F10"
"F11_P1_M47",2959,18021.43,"F11",-0.044791449642362,-0.104813603539547,"G1","F11"
"F11_P2_M47",2642,15995.21,"F11",-0.136047914846741,-0.101212827317988,"G1","F11"
"F11_P3_M47",2880,17290.23,"F11",-0.0468869188269001,-0.13910774124618,"G1","F11"
"F11_P4_M47",2526,15709.59,"F11",-0.0542642836619041,-0.0443476913982299,"G1","F11"
"F12_P1_M47",2065,14333.42,"F12",-0.0353345782603288,-0.10072058716833,"G1","F12"
"F12_P2_M47",3013,18675.25,"F12",0.0266310858435498,-0.0806359608978378,"S","F12"
"F12_P3_M47",2323,15770.38,"F12",-0.117390084251346,-0.186360191037826,"G1","F12"
"F12_P4_M47",2138,13819.6,"F12",0.0779201489666146,-0.0480038524624294,"S","F12"
"F1_P1_M47",4396,25611.1,"F1",0.606874000215774,0.0648888246361419,"S","F1"
"F1_P2_M47",2209,14552.83,"F1",-0.0244337263445393,-0.151796042322944,"G1","F1"
"F1_P3_M47",2634,16397.42,"F1",0.00527600895919264,-0.081452330764814,"S","F1"
"F1_P4_M47",2357,13974.72,"F1",-0.0795403450376856,-0.0449101477973186,"G1","F1"
"F2_P1_M47",2072,13817.8,"F2",0.019140522301969,-0.140210953213728,"S","F2"
"F2_P2_M47",2253,15427.78,"F2",-0.0172943961677882,-0.108573922794928,"G1","F2"
"F2_P3_M47",1781,12446.09,"F2",-0.110920173201281,-0.173006391783575,"G1","F2"
"F2_P4_M47",2257,14743.96,"F2",-0.0162874775759548,-0.113979847481487,"G1","F2"
"F3_P1_M47",2894,18271.05,"F3",-0.0363816332069763,-0.170590740284,"G1","F3"
"F3_P2_M47",2191,14399.81,"F3",-0.0937807775302383,-0.0567044452128367,"G1","F3"
"F3_P3_M47",2144,14266.44,"F3",-0.133483055776599,-0.161780962422437,"G1","F3"
"F3_P4_M47",2169,13989.93,"F3",-0.100060311643501,-0.101886325284494,"G1","F3"
"F4_P1_M47",2228,14468.6,"F4",-0.118955178828127,-0.149255928531529,"G1","F4"
"F4_P2_M47",2642,16561.09,"F4",0.018165160095116,-0.201081018751693,"S","F4"
"F4_P3_M47",2199,14300.82,"F4",-0.131700543181667,-0.123370790505506,"G1","F4"
"F4_P4_M47",2352,14850.06,"F4",0.042760705524909,-0.172631348453697,"S","F4"
"F5_P1_M47",2261,14898.6,"F5",0.0452251657551564,-0.119206854562877,"S","F5"
"F5_P2_M47",2961,17940.44,"F5",-0.0367335751701628,-0.12151737628758,"G1","F5"
"F5_P3_M47",2417,15278,"F5",-0.0678337056579724,-0.166203550443286,"G1","F5"
"F5_P4_M47",2550,16269.6,"F5",-0.175143087779764,-0.0889097638089968,"G1","F5"
"F6_P1_M47",2818,17012.33,"F6",-0.141717989680409,-0.199701278662042,"G1","F6"
"F6_P2_M47",2240,14665.68,"F6",-0.0104906435843088,-0.0988846133502016,"G1","F6"
"F6_P3_M47",2100,14482.55,"F6",-0.0471456993087028,-0.0190246245811015,"G1","F6"
"F6_P4_M47",2517,15809.85,"F6",-0.151331269813157,-0.131973229585004,"G1","F6"
"F7_P1_M47",2489,16122.94,"F7",-0.134268957378644,-0.0192489356143027,"G1","F7"
"F7_P2_M47",3141,19134.52,"F7",-0.00987668582050319,-0.0757489702703093,"G1","F7"
"F7_P3_M47",2391,15257,"F7",-0.0683129216623184,-0.0835815512349431,"G1","F7"
"F7_P4_M47",2613,16950.12,"F7",-0.0808863183744577,-0.0164788789925017,"G1","F7"
"F8_P1_M47",2157,14384.03,"F8",0.0212221209386923,-0.0426115781108153,"S","F8"
"F8_P2_M47",2424,15714.79,"F8",-0.0884494733445673,-0.00351410764813931,"G1","F8"
"F8_P3_M47",3892,24028.38,"F8",-0.112308316380192,-0.216623160246941,"G1","F8"
